ΚΩΔΙΚΟΣ_ΒΑΡΔΙΑΣ,ΤΥΠΟΣ,ΗΜΕΡΟΜΗΝΙΑ,ΟΝΟΜΑ_ΤΜΗΜΑΤΟΣ
SHF_07129,Πρωινή,2025-06-08,Γυναικολογία
SHF_07130,Απογευματινή,2025-06-08,Γυναικολογία
SHF_07131,Νυχτερινή,2025-06-08,Γυναικολογία
SHF_07132,Πρωινή,2025-06-08,Νευρολογία
SHF_07133,Απογευματινή,2025-06-08,Νευρολογία
SHF_07134,Νυχτερινή,2025-06-08,Νευρολογία
SHF_07135,Πρωινή,2025-06-08,Ογκολογία
SHF_07136,Απογευματινή,2025-06-08,Ογκολογία
SHF_07137,Νυχτερινή,2025-06-08,Ογκολογία
SHF_07138,Πρωινή,2025-06-08,Πνευμονολογία
SHF_07139,Απογευματινή,2025-06-08,Πνευμονολογία
SHF_07140,Νυχτερινή,2025-06-08,Πνευμονολογία
SHF_07141,Πρωινή,2025-06-08,Ουρολογία
SHF_07142,Απογευματινή,2025-06-08,Ουρολογία
SHF_07143,Νυχτερινή,2025-06-08,Ουρολογία
SHF_07144,Πρωινή,2025-06-08,Οφθαλμολογία
SHF_07145,Απογευματινή,2025-06-08,Οφθαλμολογία
SHF_07146,Νυχτερινή,2025-06-08,Οφθαλμολογία
SHF_07147,Πρωινή,2025-06-08,ΩΡΛ
SHF_07148,Απογευματινή,2025-06-08,ΩΡΛ
SHF_07149,Νυχτερινή,2025-06-08,ΩΡΛ
SHF_07150,Πρωινή,2025-06-08,Γαστρεντερολογία
SHF_07151,Απογευματινή,2025-06-08,Γαστρεντερολογία
SHF_07152,Νυχτερινή,2025-06-08,Γαστρεντερολογία
SHF_07153,Πρωινή,2025-06-08,Ενδοκρινολογία
SHF_07154,Απογευματινή,2025-06-08,Ενδοκρινολογία
SHF_07155,Νυχτερινή,2025-06-08,Ενδοκρινολογία
SHF_07156,Πρωινή,2025-06-09,Καρδιολογία
SHF_07157,Απογευματινή,2025-06-09,Καρδιολογία
SHF_07158,Νυχτερινή,2025-06-09,Καρδιολογία
SHF_07159,Πρωινή,2025-06-09,Χειρουργική
SHF_07160,Απογευματινή,2025-06-09,Χειρουργική
SHF_07161,Νυχτερινή,2025-06-09,Χειρουργική
SHF_07162,Πρωινή,2025-06-09,ΜΕΘ
SHF_07163,Απογευματινή,2025-06-09,ΜΕΘ
SHF_07164,Νυχτερινή,2025-06-09,ΜΕΘ
SHF_07165,Πρωινή,2025-06-09,Επείγοντα
SHF_07166,Απογευματινή,2025-06-09,Επείγοντα
SHF_07167,Νυχτερινή,2025-06-09,Επείγοντα
SHF_07168,Πρωινή,2025-06-09,Ορθοπεδική
SHF_07169,Απογευματινή,2025-06-09,Ορθοπεδική
SHF_07170,Νυχτερινή,2025-06-09,Ορθοπεδική
SHF_07171,Πρωινή,2025-06-09,Παιδιατρική
SHF_07172,Απογευματινή,2025-06-09,Παιδιατρική
SHF_07173,Νυχτερινή,2025-06-09,Παιδιατρική
SHF_07174,Πρωινή,2025-06-09,Γυναικολογία
SHF_07175,Απογευματινή,2025-06-09,Γυναικολογία
SHF_07176,Νυχτερινή,2025-06-09,Γυναικολογία
SHF_07177,Πρωινή,2025-06-09,Νευρολογία
SHF_07178,Απογευματινή,2025-06-09,Νευρολογία
SHF_07179,Νυχτερινή,2025-06-09,Νευρολογία
SHF_07180,Πρωινή,2025-06-09,Ογκολογία
SHF_07181,Απογευματινή,2025-06-09,Ογκολογία
SHF_07182,Νυχτερινή,2025-06-09,Ογκολογία
SHF_07183,Πρωινή,2025-06-09,Πνευμονολογία
SHF_07184,Απογευματινή,2025-06-09,Πνευμονολογία
SHF_07185,Νυχτερινή,2025-06-09,Πνευμονολογία
SHF_07186,Πρωινή,2025-06-09,Ουρολογία
SHF_07187,Απογευματινή,2025-06-09,Ουρολογία
SHF_07188,Νυχτερινή,2025-06-09,Ουρολογία
SHF_07189,Πρωινή,2025-06-09,Οφθαλμολογία
SHF_07190,Απογευματινή,2025-06-09,Οφθαλμολογία
SHF_07191,Νυχτερινή,2025-06-09,Οφθαλμολογία
SHF_07192,Πρωινή,2025-06-09,ΩΡΛ
SHF_07193,Απογευματινή,2025-06-09,ΩΡΛ
SHF_07194,Νυχτερινή,2025-06-09,ΩΡΛ
SHF_07195,Πρωινή,2025-06-09,Γαστρεντερολογία
SHF_07196,Απογευματινή,2025-06-09,Γαστρεντερολογία
SHF_07197,Νυχτερινή,2025-06-09,Γαστρεντερολογία
SHF_07198,Πρωινή,2025-06-09,Ενδοκρινολογία
SHF_07199,Απογευματινή,2025-06-09,Ενδοκρινολογία
SHF_07200,Νυχτερινή,2025-06-09,Ενδοκρινολογία
SHF_07201,Πρωινή,2025-06-10,Καρδιολογία
SHF_07202,Απογευματινή,2025-06-10,Καρδιολογία
SHF_07203,Νυχτερινή,2025-06-10,Καρδιολογία
SHF_07204,Πρωινή,2025-06-10,Χειρουργική
SHF_07205,Απογευματινή,2025-06-10,Χειρουργική
SHF_07206,Νυχτερινή,2025-06-10,Χειρουργική
SHF_07207,Πρωινή,2025-06-10,ΜΕΘ
SHF_07208,Απογευματινή,2025-06-10,ΜΕΘ
SHF_07209,Νυχτερινή,2025-06-10,ΜΕΘ
SHF_07210,Πρωινή,2025-06-10,Επείγοντα
SHF_07211,Απογευματινή,2025-06-10,Επείγοντα
SHF_07212,Νυχτερινή,2025-06-10,Επείγοντα
SHF_07213,Πρωινή,2025-06-10,Ορθοπεδική
SHF_07214,Απογευματινή,2025-06-10,Ορθοπεδική
SHF_07215,Νυχτερινή,2025-06-10,Ορθοπεδική
SHF_07216,Πρωινή,2025-06-10,Παιδιατρική
SHF_07217,Απογευματινή,2025-06-10,Παιδιατρική
SHF_07218,Νυχτερινή,2025-06-10,Παιδιατρική
SHF_07219,Πρωινή,2025-06-10,Γυναικολογία
SHF_07220,Απογευματινή,2025-06-10,Γυναικολογία
SHF_07221,Νυχτερινή,2025-06-10,Γυναικολογία
SHF_07222,Πρωινή,2025-06-10,Νευρολογία
SHF_07223,Απογευματινή,2025-06-10,Νευρολογία
SHF_07224,Νυχτερινή,2025-06-10,Νευρολογία
SHF_07225,Πρωινή,2025-06-10,Ογκολογία
SHF_07226,Απογευματινή,2025-06-10,Ογκολογία
SHF_07227,Νυχτερινή,2025-06-10,Ογκολογία
SHF_07228,Πρωινή,2025-06-10,Πνευμονολογία
SHF_07229,Απογευματινή,2025-06-10,Πνευμονολογία
SHF_07230,Νυχτερινή,2025-06-10,Πνευμονολογία
SHF_07231,Πρωινή,2025-06-10,Ουρολογία
SHF_07232,Απογευματινή,2025-06-10,Ουρολογία
SHF_07233,Νυχτερινή,2025-06-10,Ουρολογία
SHF_07234,Πρωινή,2025-06-10,Οφθαλμολογία
SHF_07235,Απογευματινή,2025-06-10,Οφθαλμολογία
SHF_07236,Νυχτερινή,2025-06-10,Οφθαλμολογία
SHF_07237,Πρωινή,2025-06-10,ΩΡΛ
SHF_07238,Απογευματινή,2025-06-10,ΩΡΛ
SHF_07239,Νυχτερινή,2025-06-10,ΩΡΛ
SHF_07240,Πρωινή,2025-06-10,Γαστρεντερολογία
SHF_07241,Απογευματινή,2025-06-10,Γαστρεντερολογία
SHF_07242,Νυχτερινή,2025-06-10,Γαστρεντερολογία
SHF_07243,Πρωινή,2025-06-10,Ενδοκρινολογία
SHF_07244,Απογευματινή,2025-06-10,Ενδοκρινολογία
SHF_07245,Νυχτερινή,2025-06-10,Ενδοκρινολογία
SHF_07246,Πρωινή,2025-06-11,Καρδιολογία
SHF_07247,Απογευματινή,2025-06-11,Καρδιολογία
SHF_07248,Νυχτερινή,2025-06-11,Καρδιολογία
SHF_07249,Πρωινή,2025-06-11,Χειρουργική
SHF_07250,Απογευματινή,2025-06-11,Χειρουργική
SHF_07251,Νυχτερινή,2025-06-11,Χειρουργική
SHF_07252,Πρωινή,2025-06-11,ΜΕΘ
SHF_07253,Απογευματινή,2025-06-11,ΜΕΘ
SHF_07254,Νυχτερινή,2025-06-11,ΜΕΘ
SHF_07255,Πρωινή,2025-06-11,Επείγοντα
SHF_07256,Απογευματινή,2025-06-11,Επείγοντα
SHF_07257,Νυχτερινή,2025-06-11,Επείγοντα
SHF_07258,Πρωινή,2025-06-11,Ορθοπεδική
SHF_07259,Απογευματινή,2025-06-11,Ορθοπεδική
SHF_07260,Νυχτερινή,2025-06-11,Ορθοπεδική
SHF_07261,Πρωινή,2025-06-11,Παιδιατρική
SHF_07262,Απογευματινή,2025-06-11,Παιδιατρική
SHF_07263,Νυχτερινή,2025-06-11,Παιδιατρική
SHF_07264,Πρωινή,2025-06-11,Γυναικολογία
SHF_07265,Απογευματινή,2025-06-11,Γυναικολογία
SHF_07266,Νυχτερινή,2025-06-11,Γυναικολογία
SHF_07267,Πρωινή,2025-06-11,Νευρολογία
SHF_07268,Απογευματινή,2025-06-11,Νευρολογία
SHF_07269,Νυχτερινή,2025-06-11,Νευρολογία
SHF_07270,Πρωινή,2025-06-11,Ογκολογία
SHF_07271,Απογευματινή,2025-06-11,Ογκολογία
SHF_07272,Νυχτερινή,2025-06-11,Ογκολογία
SHF_07273,Πρωινή,2025-06-11,Πνευμονολογία
SHF_07274,Απογευματινή,2025-06-11,Πνευμονολογία
SHF_07275,Νυχτερινή,2025-06-11,Πνευμονολογία
SHF_07276,Πρωινή,2025-06-11,Ουρολογία
SHF_07277,Απογευματινή,2025-06-11,Ουρολογία
SHF_07278,Νυχτερινή,2025-06-11,Ουρολογία
SHF_07279,Πρωινή,2025-06-11,Οφθαλμολογία
SHF_07280,Απογευματινή,2025-06-11,Οφθαλμολογία
SHF_07281,Νυχτερινή,2025-06-11,Οφθαλμολογία
SHF_07282,Πρωινή,2025-06-11,ΩΡΛ
SHF_07283,Απογευματινή,2025-06-11,ΩΡΛ
SHF_07284,Νυχτερινή,2025-06-11,ΩΡΛ
SHF_07285,Πρωινή,2025-06-11,Γαστρεντερολογία
SHF_07286,Απογευματινή,2025-06-11,Γαστρεντερολογία
SHF_07287,Νυχτερινή,2025-06-11,Γαστρεντερολογία
SHF_07288,Πρωινή,2025-06-11,Ενδοκρινολογία
SHF_07289,Απογευματινή,2025-06-11,Ενδοκρινολογία
SHF_07290,Νυχτερινή,2025-06-11,Ενδοκρινολογία
SHF_07291,Πρωινή,2025-06-12,Καρδιολογία
SHF_07292,Απογευματινή,2025-06-12,Καρδιολογία
SHF_07293,Νυχτερινή,2025-06-12,Καρδιολογία
SHF_07294,Πρωινή,2025-06-12,Χειρουργική
SHF_07295,Απογευματινή,2025-06-12,Χειρουργική
SHF_07296,Νυχτερινή,2025-06-12,Χειρουργική
SHF_07297,Πρωινή,2025-06-12,ΜΕΘ
SHF_07298,Απογευματινή,2025-06-12,ΜΕΘ
SHF_07299,Νυχτερινή,2025-06-12,ΜΕΘ
SHF_07300,Πρωινή,2025-06-12,Επείγοντα
SHF_07301,Απογευματινή,2025-06-12,Επείγοντα
SHF_07302,Νυχτερινή,2025-06-12,Επείγοντα
SHF_07303,Πρωινή,2025-06-12,Ορθοπεδική
SHF_07304,Απογευματινή,2025-06-12,Ορθοπεδική
SHF_07305,Νυχτερινή,2025-06-12,Ορθοπεδική
SHF_07306,Πρωινή,2025-06-12,Παιδιατρική
SHF_07307,Απογευματινή,2025-06-12,Παιδιατρική
SHF_07308,Νυχτερινή,2025-06-12,Παιδιατρική
SHF_07309,Πρωινή,2025-06-12,Γυναικολογία
SHF_07310,Απογευματινή,2025-06-12,Γυναικολογία
SHF_07311,Νυχτερινή,2025-06-12,Γυναικολογία
SHF_07312,Πρωινή,2025-06-12,Νευρολογία
SHF_07313,Απογευματινή,2025-06-12,Νευρολογία
SHF_07314,Νυχτερινή,2025-06-12,Νευρολογία
SHF_07315,Πρωινή,2025-06-12,Ογκολογία
SHF_07316,Απογευματινή,2025-06-12,Ογκολογία
SHF_07317,Νυχτερινή,2025-06-12,Ογκολογία
SHF_07318,Πρωινή,2025-06-12,Πνευμονολογία
SHF_07319,Απογευματινή,2025-06-12,Πνευμονολογία
SHF_07320,Νυχτερινή,2025-06-12,Πνευμονολογία
SHF_07321,Πρωινή,2025-06-12,Ουρολογία
SHF_07322,Απογευματινή,2025-06-12,Ουρολογία
SHF_07323,Νυχτερινή,2025-06-12,Ουρολογία
SHF_07324,Πρωινή,2025-06-12,Οφθαλμολογία
SHF_07325,Απογευματινή,2025-06-12,Οφθαλμολογία
SHF_07326,Νυχτερινή,2025-06-12,Οφθαλμολογία
SHF_07327,Πρωινή,2025-06-12,ΩΡΛ
SHF_07328,Απογευματινή,2025-06-12,ΩΡΛ
SHF_07329,Νυχτερινή,2025-06-12,ΩΡΛ
SHF_07330,Πρωινή,2025-06-12,Γαστρεντερολογία
SHF_07331,Απογευματινή,2025-06-12,Γαστρεντερολογία
SHF_07332,Νυχτερινή,2025-06-12,Γαστρεντερολογία
SHF_07333,Πρωινή,2025-06-12,Ενδοκρινολογία
SHF_07334,Απογευματινή,2025-06-12,Ενδοκρινολογία
SHF_07335,Νυχτερινή,2025-06-12,Ενδοκρινολογία
SHF_07336,Πρωινή,2025-06-13,Καρδιολογία
SHF_07337,Απογευματινή,2025-06-13,Καρδιολογία
SHF_07338,Νυχτερινή,2025-06-13,Καρδιολογία
SHF_07339,Πρωινή,2025-06-13,Χειρουργική
SHF_07340,Απογευματινή,2025-06-13,Χειρουργική
SHF_07341,Νυχτερινή,2025-06-13,Χειρουργική
SHF_07342,Πρωινή,2025-06-13,ΜΕΘ
SHF_07343,Απογευματινή,2025-06-13,ΜΕΘ
SHF_07344,Νυχτερινή,2025-06-13,ΜΕΘ
SHF_07345,Πρωινή,2025-06-13,Επείγοντα
SHF_07346,Απογευματινή,2025-06-13,Επείγοντα
SHF_07347,Νυχτερινή,2025-06-13,Επείγοντα
SHF_07348,Πρωινή,2025-06-13,Ορθοπεδική
SHF_07349,Απογευματινή,2025-06-13,Ορθοπεδική
SHF_07350,Νυχτερινή,2025-06-13,Ορθοπεδική
SHF_07351,Πρωινή,2025-06-13,Παιδιατρική
SHF_07352,Απογευματινή,2025-06-13,Παιδιατρική
SHF_07353,Νυχτερινή,2025-06-13,Παιδιατρική
SHF_07354,Πρωινή,2025-06-13,Γυναικολογία
SHF_07355,Απογευματινή,2025-06-13,Γυναικολογία
SHF_07356,Νυχτερινή,2025-06-13,Γυναικολογία
SHF_07357,Πρωινή,2025-06-13,Νευρολογία
SHF_07358,Απογευματινή,2025-06-13,Νευρολογία
SHF_07359,Νυχτερινή,2025-06-13,Νευρολογία
SHF_07360,Πρωινή,2025-06-13,Ογκολογία
SHF_07361,Απογευματινή,2025-06-13,Ογκολογία
SHF_07362,Νυχτερινή,2025-06-13,Ογκολογία
SHF_07363,Πρωινή,2025-06-13,Πνευμονολογία
SHF_07364,Απογευματινή,2025-06-13,Πνευμονολογία
SHF_07365,Νυχτερινή,2025-06-13,Πνευμονολογία
SHF_07366,Πρωινή,2025-06-13,Ουρολογία
SHF_07367,Απογευματινή,2025-06-13,Ουρολογία
SHF_07368,Νυχτερινή,2025-06-13,Ουρολογία
SHF_07369,Πρωινή,2025-06-13,Οφθαλμολογία
SHF_07370,Απογευματινή,2025-06-13,Οφθαλμολογία
SHF_07371,Νυχτερινή,2025-06-13,Οφθαλμολογία
SHF_07372,Πρωινή,2025-06-13,ΩΡΛ
SHF_07373,Απογευματινή,2025-06-13,ΩΡΛ
SHF_07374,Νυχτερινή,2025-06-13,ΩΡΛ
SHF_07375,Πρωινή,2025-06-13,Γαστρεντερολογία
SHF_07376,Απογευματινή,2025-06-13,Γαστρεντερολογία
SHF_07377,Νυχτερινή,2025-06-13,Γαστρεντερολογία
SHF_07378,Πρωινή,2025-06-13,Ενδοκρινολογία
SHF_07379,Απογευματινή,2025-06-13,Ενδοκρινολογία
SHF_07380,Νυχτερινή,2025-06-13,Ενδοκρινολογία
SHF_07381,Πρωινή,2025-06-14,Καρδιολογία
SHF_07382,Απογευματινή,2025-06-14,Καρδιολογία
SHF_07383,Νυχτερινή,2025-06-14,Καρδιολογία
SHF_07384,Πρωινή,2025-06-14,Χειρουργική
SHF_07385,Απογευματινή,2025-06-14,Χειρουργική
SHF_07386,Νυχτερινή,2025-06-14,Χειρουργική
SHF_07387,Πρωινή,2025-06-14,ΜΕΘ
SHF_07388,Απογευματινή,2025-06-14,ΜΕΘ
SHF_07389,Νυχτερινή,2025-06-14,ΜΕΘ
SHF_07390,Πρωινή,2025-06-14,Επείγοντα
SHF_07391,Απογευματινή,2025-06-14,Επείγοντα
SHF_07392,Νυχτερινή,2025-06-14,Επείγοντα
SHF_07393,Πρωινή,2025-06-14,Ορθοπεδική
SHF_07394,Απογευματινή,2025-06-14,Ορθοπεδική
SHF_07395,Νυχτερινή,2025-06-14,Ορθοπεδική
SHF_07396,Πρωινή,2025-06-14,Παιδιατρική
SHF_07397,Απογευματινή,2025-06-14,Παιδιατρική
SHF_07398,Νυχτερινή,2025-06-14,Παιδιατρική
SHF_07399,Πρωινή,2025-06-14,Γυναικολογία
SHF_07400,Απογευματινή,2025-06-14,Γυναικολογία
SHF_07401,Νυχτερινή,2025-06-14,Γυναικολογία
SHF_07402,Πρωινή,2025-06-14,Νευρολογία
SHF_07403,Απογευματινή,2025-06-14,Νευρολογία
SHF_07404,Νυχτερινή,2025-06-14,Νευρολογία
SHF_07405,Πρωινή,2025-06-14,Ογκολογία
SHF_07406,Απογευματινή,2025-06-14,Ογκολογία
SHF_07407,Νυχτερινή,2025-06-14,Ογκολογία
SHF_07408,Πρωινή,2025-06-14,Πνευμονολογία
SHF_07409,Απογευματινή,2025-06-14,Πνευμονολογία
SHF_07410,Νυχτερινή,2025-06-14,Πνευμονολογία
SHF_07411,Πρωινή,2025-06-14,Ουρολογία
SHF_07412,Απογευματινή,2025-06-14,Ουρολογία
SHF_07413,Νυχτερινή,2025-06-14,Ουρολογία
SHF_07414,Πρωινή,2025-06-14,Οφθαλμολογία
SHF_07415,Απογευματινή,2025-06-14,Οφθαλμολογία
SHF_07416,Νυχτερινή,2025-06-14,Οφθαλμολογία
SHF_07417,Πρωινή,2025-06-14,ΩΡΛ
SHF_07418,Απογευματινή,2025-06-14,ΩΡΛ
SHF_07419,Νυχτερινή,2025-06-14,ΩΡΛ
