ΚΩΔΙΚΟΣ_ΕΞΕΤΑΣΗΣ,ΤΥΠΟΣ,ΚΟΣΤΟΣ
EXM_03812,Ηλεκτροκαρδιογράφημα (ΗΚΓ),64.47
EXM_03813,Ουρία,33.22
EXM_03814,Υπέρηχος Κοιλίας,206.85
EXM_03815,Μαγνητική Τομογραφία (MRI),195.42
EXM_03816,Κρεατινίνη,206.63
EXM_03817,Ηλεκτροκαρδιογράφημα (ΗΚΓ),152.23
EXM_03818,Κρεατινίνη,153.71
EXM_03819,Μαγνητική Τομογραφία (MRI),172.25
EXM_03820,Ακτινογραφία Θώρακος,32.66
EXM_03821,Μαγνητική Τομογραφία (MRI),161.13
EXM_03822,PCR COVID-19,64.28
EXM_03823,Ηλεκτροκαρδιογράφημα (ΗΚΓ),243.64
EXM_03824,Χοληστερίνη,98.22
EXM_03825,Ουρία,18.91
EXM_03826,PCR COVID-19,44.62
EXM_03827,Μαγνητική Τομογραφία (MRI),192.34
EXM_03828,Ηλεκτροκαρδιογράφημα (ΗΚΓ),208.19
EXM_03829,Ηλεκτροκαρδιογράφημα (ΗΚΓ),116.62
EXM_03830,Κρεατινίνη,56.31
EXM_03831,PCR COVID-19,150.8
EXM_03832,Χοληστερίνη,141.03
EXM_03833,PCR COVID-19,68.91
EXM_03834,Χοληστερίνη,128.07
EXM_03835,Σάκχαρο Αίματος,82.46
EXM_03836,Σάκχαρο Αίματος,34.79
EXM_03837,Σάκχαρο Αίματος,247.22
EXM_03838,Σάκχαρο Αίματος,82.44
EXM_03839,Υπέρηχος Κοιλίας,42.88
EXM_03840,Κρεατινίνη,87.5
EXM_03841,Ουρία,198.95
EXM_03842,Κρεατινίνη,19.39
EXM_03843,Ουρία,104.45
EXM_03844,Σάκχαρο Αίματος,199.4
EXM_03845,Ουρία,194.33
EXM_03846,Χοληστερίνη,85.61
EXM_03847,Ηλεκτροκαρδιογράφημα (ΗΚΓ),170.79
EXM_03848,Ηλεκτροκαρδιογράφημα (ΗΚΓ),111.99
EXM_03849,Σάκχαρο Αίματος,132.62
EXM_03850,Γενική Αίματος,63.25
EXM_03851,Σάκχαρο Αίματος,23.39
EXM_03852,Σάκχαρο Αίματος,187.04
EXM_03853,Γενική Αίματος,213.35
EXM_03854,Υπέρηχος Κοιλίας,222.49
EXM_03855,PCR COVID-19,155.38
EXM_03856,Σάκχαρο Αίματος,15.69
EXM_03857,Ακτινογραφία Θώρακος,144.61
EXM_03858,PCR COVID-19,198.08
EXM_03859,PCR COVID-19,205.13
EXM_03860,Ακτινογραφία Θώρακος,133.36
EXM_03861,Γενική Αίματος,151.18
EXM_03862,Γενική Αίματος,41.52
EXM_03863,Μαγνητική Τομογραφία (MRI),140.3
EXM_03864,Κρεατινίνη,51.28
EXM_03865,Κρεατινίνη,57.24
EXM_03866,Ουρία,202.82
EXM_03867,Γενική Αίματος,243.48
EXM_03868,Σάκχαρο Αίματος,56.2
EXM_03869,Ακτινογραφία Θώρακος,161.38
EXM_03870,Σάκχαρο Αίματος,73.59
EXM_03871,Ουρία,26.17
EXM_03872,PCR COVID-19,39.62
EXM_03873,Μαγνητική Τομογραφία (MRI),31.12
EXM_03874,Χοληστερίνη,30.78
EXM_03875,Μαγνητική Τομογραφία (MRI),175.92
EXM_03876,Ουρία,189.38
EXM_03877,Ακτινογραφία Θώρακος,210.67
EXM_03878,Ουρία,58.7
EXM_03879,Κρεατινίνη,31.88
EXM_03880,Κρεατινίνη,40.82
EXM_03881,PCR COVID-19,216.52
EXM_03882,Ακτινογραφία Θώρακος,121.92
EXM_03883,Υπέρηχος Κοιλίας,211.4
EXM_03884,Υπέρηχος Κοιλίας,117.08
EXM_03885,Κρεατινίνη,124.4
EXM_03886,Ακτινογραφία Θώρακος,170.86
EXM_03887,PCR COVID-19,31.12
EXM_03888,Ακτινογραφία Θώρακος,191.72
EXM_03889,Ακτινογραφία Θώρακος,245.1
EXM_03890,Ουρία,94.74
EXM_03891,PCR COVID-19,223.71
EXM_03892,Υπέρηχος Κοιλίας,171.49
EXM_03893,Ουρία,196.36
EXM_03894,Ουρία,234.03
EXM_03895,Κρεατινίνη,102.04
EXM_03896,Σάκχαρο Αίματος,184.33
EXM_03897,Χοληστερίνη,29.46
EXM_03898,Κρεατινίνη,205.41
EXM_03899,Μαγνητική Τομογραφία (MRI),73.31
EXM_03900,Κρεατινίνη,88.31
EXM_03901,Ηλεκτροκαρδιογράφημα (ΗΚΓ),140.67
EXM_03902,Κρεατινίνη,72.71
EXM_03903,Υπέρηχος Κοιλίας,108.45
EXM_03904,Ηλεκτροκαρδιογράφημα (ΗΚΓ),227.16
EXM_03905,Υπέρηχος Κοιλίας,97.76
EXM_03906,Γενική Αίματος,57.36
EXM_03907,Ηλεκτροκαρδιογράφημα (ΗΚΓ),142.6
EXM_03908,Ουρία,45.92
EXM_03909,Ηλεκτροκαρδιογράφημα (ΗΚΓ),225.24
EXM_03910,Κρεατινίνη,78.47
EXM_03911,Ακτινογραφία Θώρακος,39.48
EXM_03912,Ηλεκτροκαρδιογράφημα (ΗΚΓ),37.44
EXM_03913,Ηλεκτροκαρδιογράφημα (ΗΚΓ),64.7
EXM_03914,Ουρία,220.47
EXM_03915,Γενική Αίματος,134.89
EXM_03916,Σάκχαρο Αίματος,70.49
EXM_03917,Ουρία,96.31
EXM_03918,Σάκχαρο Αίματος,70.87
EXM_03919,Ακτινογραφία Θώρακος,162.39
EXM_03920,Ηλεκτροκαρδιογράφημα (ΗΚΓ),206.82
EXM_03921,Ηλεκτροκαρδιογράφημα (ΗΚΓ),36.94
EXM_03922,PCR COVID-19,99.68
EXM_03923,Ηλεκτροκαρδιογράφημα (ΗΚΓ),136.64
EXM_03924,Κρεατινίνη,71.8
EXM_03925,Σάκχαρο Αίματος,169.45
EXM_03926,Κρεατινίνη,210.49
EXM_03927,PCR COVID-19,139.64
EXM_03928,Χοληστερίνη,91.61
EXM_03929,Μαγνητική Τομογραφία (MRI),88.5
EXM_03930,Ουρία,174.2
EXM_03931,Υπέρηχος Κοιλίας,209.32
EXM_03932,Μαγνητική Τομογραφία (MRI),39.32
EXM_03933,Γενική Αίματος,189.55
EXM_03934,Μαγνητική Τομογραφία (MRI),147.76
EXM_03935,Ηλεκτροκαρδιογράφημα (ΗΚΓ),241.5
EXM_03936,Ουρία,48.73
EXM_03937,Ακτινογραφία Θώρακος,191.93
EXM_03938,Σάκχαρο Αίματος,22.45
EXM_03939,Γενική Αίματος,134.07
EXM_03940,Ουρία,82.66
EXM_03941,Σάκχαρο Αίματος,86.89
EXM_03942,Χοληστερίνη,61.88
EXM_03943,Γενική Αίματος,148.47
EXM_03944,Υπέρηχος Κοιλίας,143.42
EXM_03945,Ουρία,174.28
EXM_03946,Σάκχαρο Αίματος,229.88
EXM_03947,Ακτινογραφία Θώρακος,222.16
EXM_03948,Κρεατινίνη,177.9
EXM_03949,Γενική Αίματος,151.5
EXM_03950,Μαγνητική Τομογραφία (MRI),152.81
EXM_03951,Σάκχαρο Αίματος,19.2
EXM_03952,PCR COVID-19,101.9
EXM_03953,Κρεατινίνη,244.13
EXM_03954,Ηλεκτροκαρδιογράφημα (ΗΚΓ),163.76
EXM_03955,Μαγνητική Τομογραφία (MRI),212.02
EXM_03956,Κρεατινίνη,30.29
EXM_03957,Υπέρηχος Κοιλίας,206.08
EXM_03958,Γενική Αίματος,17.48
EXM_03959,Γενική Αίματος,27.91
EXM_03960,Χοληστερίνη,104.05
EXM_03961,Μαγνητική Τομογραφία (MRI),124.84
EXM_03962,Χοληστερίνη,239.36
EXM_03963,Ουρία,122.87
EXM_03964,PCR COVID-19,16.31
EXM_03965,Σάκχαρο Αίματος,220.32
EXM_03966,Μαγνητική Τομογραφία (MRI),173.08
EXM_03967,Κρεατινίνη,222.28
EXM_03968,Σάκχαρο Αίματος,24.95
EXM_03969,Σάκχαρο Αίματος,45.88
EXM_03970,Μαγνητική Τομογραφία (MRI),25.74
EXM_03971,PCR COVID-19,91.93
EXM_03972,Χοληστερίνη,133.93
EXM_03973,Ακτινογραφία Θώρακος,52.84
EXM_03974,Μαγνητική Τομογραφία (MRI),130.19
EXM_03975,Ηλεκτροκαρδιογράφημα (ΗΚΓ),153.3
EXM_03976,Μαγνητική Τομογραφία (MRI),93.55
EXM_03977,Κρεατινίνη,110.8
EXM_03978,PCR COVID-19,99.77
EXM_03979,Χοληστερίνη,118.6
EXM_03980,Ουρία,191.88
EXM_03981,Ουρία,166.94
EXM_03982,Ηλεκτροκαρδιογράφημα (ΗΚΓ),97.73
EXM_03983,Κρεατινίνη,187.45
EXM_03984,Ακτινογραφία Θώρακος,40.62
EXM_03985,Γενική Αίματος,63.86
EXM_03986,Σάκχαρο Αίματος,145.0
EXM_03987,PCR COVID-19,32.53
EXM_03988,Χοληστερίνη,196.67
EXM_03989,Μαγνητική Τομογραφία (MRI),246.08
EXM_03990,PCR COVID-19,123.81
EXM_03991,Υπέρηχος Κοιλίας,133.49
EXM_03992,Κρεατινίνη,107.11
EXM_03993,Υπέρηχος Κοιλίας,124.08
EXM_03994,Χοληστερίνη,152.83
EXM_03995,PCR COVID-19,51.77
EXM_03996,Μαγνητική Τομογραφία (MRI),192.3
EXM_03997,Χοληστερίνη,57.55
EXM_03998,Ουρία,154.61
EXM_03999,Κρεατινίνη,44.38
EXM_04000,Ουρία,136.77
EXM_04001,PCR COVID-19,38.73
EXM_04002,Ηλεκτροκαρδιογράφημα (ΗΚΓ),201.36
EXM_04003,Μαγνητική Τομογραφία (MRI),231.72
EXM_04004,Μαγνητική Τομογραφία (MRI),105.51
EXM_04005,Γενική Αίματος,150.82
EXM_04006,PCR COVID-19,49.14
EXM_04007,Χοληστερίνη,109.07
EXM_04008,PCR COVID-19,93.22
EXM_04009,Μαγνητική Τομογραφία (MRI),157.67
EXM_04010,Χοληστερίνη,180.21
EXM_04011,Ουρία,15.1
EXM_04012,Ουρία,109.69
EXM_04013,PCR COVID-19,96.55
EXM_04014,Υπέρηχος Κοιλίας,33.91
EXM_04015,Κρεατινίνη,47.82
EXM_04016,Χοληστερίνη,248.93
EXM_04017,Ηλεκτροκαρδιογράφημα (ΗΚΓ),56.23
EXM_04018,Κρεατινίνη,222.93
EXM_04019,Σάκχαρο Αίματος,55.12
EXM_04020,Ουρία,27.25
EXM_04021,Ακτινογραφία Θώρακος,231.85
EXM_04022,Σάκχαρο Αίματος,97.09
EXM_04023,Σάκχαρο Αίματος,144.45
EXM_04024,Κρεατινίνη,238.21
EXM_04025,Ουρία,144.14
EXM_04026,Υπέρηχος Κοιλίας,38.0
EXM_04027,Ακτινογραφία Θώρακος,111.96
EXM_04028,Μαγνητική Τομογραφία (MRI),204.04
EXM_04029,Σάκχαρο Αίματος,111.19
EXM_04030,Ηλεκτροκαρδιογράφημα (ΗΚΓ),169.93
EXM_04031,Χοληστερίνη,215.6
EXM_04032,Υπέρηχος Κοιλίας,45.33
EXM_04033,Γενική Αίματος,200.26
EXM_04034,PCR COVID-19,235.42
EXM_04035,Κρεατινίνη,240.59
EXM_04036,Ουρία,190.56
EXM_04037,Κρεατινίνη,110.98
EXM_04038,Ακτινογραφία Θώρακος,150.26
EXM_04039,Σάκχαρο Αίματος,200.29
EXM_04040,PCR COVID-19,86.88
EXM_04041,Ηλεκτροκαρδιογράφημα (ΗΚΓ),91.44
EXM_04042,Υπέρηχος Κοιλίας,247.06
EXM_04043,Σάκχαρο Αίματος,241.13
EXM_04044,Κρεατινίνη,141.57
EXM_04045,Ουρία,212.69
EXM_04046,Σάκχαρο Αίματος,129.12
EXM_04047,Μαγνητική Τομογραφία (MRI),111.1
EXM_04048,Υπέρηχος Κοιλίας,244.91
EXM_04049,Χοληστερίνη,167.03
EXM_04050,Χοληστερίνη,206.9
EXM_04051,Μαγνητική Τομογραφία (MRI),174.26
EXM_04052,Χοληστερίνη,107.94
EXM_04053,Γενική Αίματος,44.47
EXM_04054,PCR COVID-19,192.98
EXM_04055,Χοληστερίνη,163.66
EXM_04056,Χοληστερίνη,139.62
EXM_04057,Σάκχαρο Αίματος,180.85
EXM_04058,Μαγνητική Τομογραφία (MRI),228.17
EXM_04059,Σάκχαρο Αίματος,97.8
EXM_04060,Σάκχαρο Αίματος,188.13
EXM_04061,Μαγνητική Τομογραφία (MRI),69.97
EXM_04062,Υπέρηχος Κοιλίας,213.04
EXM_04063,Ακτινογραφία Θώρακος,22.34
EXM_04064,Ουρία,55.64
EXM_04065,Σάκχαρο Αίματος,83.11
EXM_04066,Σάκχαρο Αίματος,138.6
EXM_04067,PCR COVID-19,98.47
EXM_04068,Μαγνητική Τομογραφία (MRI),28.44
EXM_04069,Μαγνητική Τομογραφία (MRI),211.95
EXM_04070,PCR COVID-19,203.96
EXM_04071,Υπέρηχος Κοιλίας,208.1
EXM_04072,Μαγνητική Τομογραφία (MRI),169.92
EXM_04073,Ουρία,109.66
EXM_04074,Μαγνητική Τομογραφία (MRI),125.44
EXM_04075,Γενική Αίματος,164.01
EXM_04076,Ηλεκτροκαρδιογράφημα (ΗΚΓ),241.11
EXM_04077,Κρεατινίνη,87.48
EXM_04078,Χοληστερίνη,44.43
EXM_04079,Κρεατινίνη,205.02
EXM_04080,PCR COVID-19,22.45
EXM_04081,Μαγνητική Τομογραφία (MRI),49.01
EXM_04082,Γενική Αίματος,189.88
EXM_04083,Χοληστερίνη,216.3
EXM_04084,Κρεατινίνη,143.18
EXM_04085,Κρεατινίνη,43.84
EXM_04086,Ακτινογραφία Θώρακος,218.18
EXM_04087,Υπέρηχος Κοιλίας,36.65
EXM_04088,Ουρία,192.26
EXM_04089,Γενική Αίματος,139.52
EXM_04090,Χοληστερίνη,219.9
EXM_04091,Ακτινογραφία Θώρακος,226.64
EXM_04092,Κρεατινίνη,193.8
EXM_04093,Μαγνητική Τομογραφία (MRI),232.06
EXM_04094,Κρεατινίνη,64.4
EXM_04095,Χοληστερίνη,232.62
EXM_04096,Γενική Αίματος,152.02
EXM_04097,Κρεατινίνη,212.57
EXM_04098,Ουρία,192.14
EXM_04099,PCR COVID-19,247.12
EXM_04100,Ουρία,222.66
EXM_04101,Ουρία,23.9
EXM_04102,Σάκχαρο Αίματος,30.08
EXM_04103,Ουρία,163.17
EXM_04104,Ακτινογραφία Θώρακος,38.36
EXM_04105,Σάκχαρο Αίματος,33.1
EXM_04106,Ακτινογραφία Θώρακος,31.24
EXM_04107,Γενική Αίματος,150.83
EXM_04108,Υπέρηχος Κοιλίας,211.79
EXM_04109,Ακτινογραφία Θώρακος,69.03
EXM_04110,Υπέρηχος Κοιλίας,75.59
EXM_04111,Ηλεκτροκαρδιογράφημα (ΗΚΓ),16.77
EXM_04112,Κρεατινίνη,227.02
EXM_04113,Υπέρηχος Κοιλίας,29.31
EXM_04114,Μαγνητική Τομογραφία (MRI),219.6
EXM_04115,Γενική Αίματος,220.28
EXM_04116,PCR COVID-19,122.26
EXM_04117,Ουρία,210.24
EXM_04118,Μαγνητική Τομογραφία (MRI),52.31
EXM_04119,PCR COVID-19,206.39
EXM_04120,PCR COVID-19,203.4
EXM_04121,Ακτινογραφία Θώρακος,88.78
EXM_04122,Ηλεκτροκαρδιογράφημα (ΗΚΓ),156.08
EXM_04123,Ακτινογραφία Θώρακος,59.95
EXM_04124,Ουρία,149.74
EXM_04125,Χοληστερίνη,135.58
EXM_04126,Ακτινογραφία Θώρακος,63.33
EXM_04127,Ηλεκτροκαρδιογράφημα (ΗΚΓ),141.27
EXM_04128,PCR COVID-19,111.53
EXM_04129,Χοληστερίνη,17.91
EXM_04130,Υπέρηχος Κοιλίας,206.16
EXM_04131,PCR COVID-19,186.03
EXM_04132,Γενική Αίματος,194.85
EXM_04133,Ηλεκτροκαρδιογράφημα (ΗΚΓ),224.62
EXM_04134,Γενική Αίματος,203.46
EXM_04135,Ουρία,120.09
EXM_04136,Ουρία,51.03
EXM_04137,Ουρία,237.08
EXM_04138,Γενική Αίματος,180.08
EXM_04139,Σάκχαρο Αίματος,26.27
EXM_04140,Κρεατινίνη,154.17
EXM_04141,Ουρία,27.65
EXM_04142,Ηλεκτροκαρδιογράφημα (ΗΚΓ),110.25
EXM_04143,Ηλεκτροκαρδιογράφημα (ΗΚΓ),166.77
EXM_04144,Γενική Αίματος,218.66
EXM_04145,Μαγνητική Τομογραφία (MRI),208.86
EXM_04146,Σάκχαρο Αίματος,27.17
EXM_04147,Κρεατινίνη,181.02
EXM_04148,Σάκχαρο Αίματος,240.37
EXM_04149,Ουρία,84.82
EXM_04150,Υπέρηχος Κοιλίας,33.32
EXM_04151,Ηλεκτροκαρδιογράφημα (ΗΚΓ),176.92
EXM_04152,Υπέρηχος Κοιλίας,27.73
EXM_04153,Σάκχαρο Αίματος,46.4
EXM_04154,Σάκχαρο Αίματος,189.51
EXM_04155,Χοληστερίνη,82.82
EXM_04156,Κρεατινίνη,209.34
EXM_04157,Μαγνητική Τομογραφία (MRI),41.71
EXM_04158,Υπέρηχος Κοιλίας,196.61
EXM_04159,PCR COVID-19,200.59
EXM_04160,Ακτινογραφία Θώρακος,238.3
EXM_04161,PCR COVID-19,176.97
EXM_04162,Σάκχαρο Αίματος,239.33
EXM_04163,Υπέρηχος Κοιλίας,55.47
EXM_04164,Κρεατινίνη,217.76
EXM_04165,Γενική Αίματος,88.0
EXM_04166,Χοληστερίνη,92.96
EXM_04167,Ακτινογραφία Θώρακος,147.92
EXM_04168,PCR COVID-19,202.28
EXM_04169,Ηλεκτροκαρδιογράφημα (ΗΚΓ),101.12
EXM_04170,Μαγνητική Τομογραφία (MRI),97.58
EXM_04171,Μαγνητική Τομογραφία (MRI),181.11
EXM_04172,Υπέρηχος Κοιλίας,27.84
EXM_04173,Ουρία,182.59
EXM_04174,Γενική Αίματος,64.52
EXM_04175,Κρεατινίνη,168.11
EXM_04176,Σάκχαρο Αίματος,38.02
EXM_04177,Ουρία,23.27
EXM_04178,PCR COVID-19,209.68
EXM_04179,Υπέρηχος Κοιλίας,179.3
EXM_04180,Μαγνητική Τομογραφία (MRI),227.82
EXM_04181,Χοληστερίνη,195.46
EXM_04182,Ουρία,161.87
EXM_04183,Ηλεκτροκαρδιογράφημα (ΗΚΓ),59.32
EXM_04184,Ακτινογραφία Θώρακος,164.87
EXM_04185,Μαγνητική Τομογραφία (MRI),153.24
EXM_04186,PCR COVID-19,118.93
EXM_04187,Μαγνητική Τομογραφία (MRI),227.26
EXM_04188,Κρεατινίνη,21.1
EXM_04189,Ηλεκτροκαρδιογράφημα (ΗΚΓ),105.33
EXM_04190,Γενική Αίματος,155.5
EXM_04191,Ακτινογραφία Θώρακος,150.96
EXM_04192,Ουρία,82.75
EXM_04193,PCR COVID-19,212.27
EXM_04194,Γενική Αίματος,193.48
EXM_04195,Ηλεκτροκαρδιογράφημα (ΗΚΓ),40.28
EXM_04196,Χοληστερίνη,186.16
EXM_04197,Χοληστερίνη,41.5
EXM_04198,Γενική Αίματος,195.14
EXM_04199,Ηλεκτροκαρδιογράφημα (ΗΚΓ),97.93
EXM_04200,Ουρία,113.59
EXM_04201,Ουρία,138.53
EXM_04202,Ακτινογραφία Θώρακος,118.45
EXM_04203,PCR COVID-19,167.2
EXM_04204,Γενική Αίματος,84.34
EXM_04205,Ακτινογραφία Θώρακος,202.63
EXM_04206,Μαγνητική Τομογραφία (MRI),134.53
EXM_04207,Ουρία,54.28
EXM_04208,Ουρία,146.19
EXM_04209,Ουρία,211.06
EXM_04210,Υπέρηχος Κοιλίας,187.9
EXM_04211,Μαγνητική Τομογραφία (MRI),68.35
EXM_04212,Ηλεκτροκαρδιογράφημα (ΗΚΓ),15.23
EXM_04213,Γενική Αίματος,219.68
EXM_04214,Σάκχαρο Αίματος,224.53
EXM_04215,Χοληστερίνη,134.47
EXM_04216,Κρεατινίνη,207.57
EXM_04217,Μαγνητική Τομογραφία (MRI),186.12
EXM_04218,Σάκχαρο Αίματος,245.26
EXM_04219,Ουρία,169.55
EXM_04220,Κρεατινίνη,196.17
EXM_04221,Ηλεκτροκαρδιογράφημα (ΗΚΓ),117.67
EXM_04222,Υπέρηχος Κοιλίας,239.64
EXM_04223,Υπέρηχος Κοιλίας,35.45
EXM_04224,Ηλεκτροκαρδιογράφημα (ΗΚΓ),88.01
EXM_04225,Σάκχαρο Αίματος,198.02
EXM_04226,Γενική Αίματος,181.68
EXM_04227,Ουρία,214.76
EXM_04228,Μαγνητική Τομογραφία (MRI),74.46
EXM_04229,Ηλεκτροκαρδιογράφημα (ΗΚΓ),39.96
EXM_04230,Υπέρηχος Κοιλίας,71.36
EXM_04231,Ακτινογραφία Θώρακος,160.65
EXM_04232,Μαγνητική Τομογραφία (MRI),116.74
EXM_04233,Μαγνητική Τομογραφία (MRI),70.16
EXM_04234,Γενική Αίματος,87.54
EXM_04235,Ακτινογραφία Θώρακος,138.25
EXM_04236,Χοληστερίνη,151.11
EXM_04237,Ηλεκτροκαρδιογράφημα (ΗΚΓ),58.34
EXM_04238,Χοληστερίνη,189.6
